,value,lead_time,target_variable,metric,target_source,forecast_source,case_id_number,event_type
0,0.50372314453125,0 days 00:00:00,surface_air_temperature,MinimumMAE,ERA5,zarr_forecast,30,freeze
1,1.381988525390625,0 days 06:00:00,surface_air_temperature,MinimumMAE,ERA5,zarr_forecast,30,freeze
2,0.07476806640625,0 days 12:00:00,surface_air_temperature,MinimumMAE,ERA5,zarr_forecast,30,freeze
3,1.355133056640625,0 days 18:00:00,surface_air_temperature,MinimumMAE,ERA5,zarr_forecast,30,freeze
4,0.21807861328125,1 days 00:00:00,surface_air_temperature,MinimumMAE,ERA5,zarr_forecast,30,freeze
5,1.9483642578125,1 days 06:00:00,surface_air_temperature,MinimumMAE,ERA5,zarr_forecast,30,freeze
6,0.619049072265625,1 days 12:00:00,surface_air_temperature,MinimumMAE,ERA5,zarr_forecast,30,freeze
7,1.699188232421875,1 days 18:00:00,surface_air_temperature,MinimumMAE,ERA5,zarr_forecast,30,freeze
8,0.3084716796875,2 days 00:00:00,surface_air_temperature,MinimumMAE,ERA5,zarr_forecast,30,freeze
9,1.758575439453125,2 days 06:00:00,surface_air_temperature,MinimumMAE,ERA5,zarr_forecast,30,freeze
10,0.7384033203125,2 days 12:00:00,surface_air_temperature,MinimumMAE,ERA5,zarr_forecast,30,freeze
11,1.88494873046875,2 days 18:00:00,surface_air_temperature,MinimumMAE,ERA5,zarr_forecast,30,freeze
12,0.670379638671875,3 days 00:00:00,surface_air_temperature,MinimumMAE,ERA5,zarr_forecast,30,freeze
13,1.288238525390625,3 days 06:00:00,surface_air_temperature,MinimumMAE,ERA5,zarr_forecast,30,freeze
14,0.202362060546875,3 days 12:00:00,surface_air_temperature,MinimumMAE,ERA5,zarr_forecast,30,freeze
15,2.116455078125,3 days 18:00:00,surface_air_temperature,MinimumMAE,ERA5,zarr_forecast,30,freeze
16,0.432586669921875,4 days 00:00:00,surface_air_temperature,MinimumMAE,ERA5,zarr_forecast,30,freeze
17,1.161407470703125,4 days 06:00:00,surface_air_temperature,MinimumMAE,ERA5,zarr_forecast,30,freeze
18,0.5830078125,4 days 12:00:00,surface_air_temperature,MinimumMAE,ERA5,zarr_forecast,30,freeze
19,2.5751953125,4 days 18:00:00,surface_air_temperature,MinimumMAE,ERA5,zarr_forecast,30,freeze
20,0.82440185546875,5 days 00:00:00,surface_air_temperature,MinimumMAE,ERA5,zarr_forecast,30,freeze
21,1.399749755859375,5 days 06:00:00,surface_air_temperature,MinimumMAE,ERA5,zarr_forecast,30,freeze
