value,lead_time,init_time,target_variable,metric,case_id_number,event_type
1.651112717848548,0 days 00:00:00,,surface_air_temperature,maximum_mae,1,heat_wave
3.473225754957923,0 days 06:00:00,,surface_air_temperature,maximum_mae,1,heat_wave
1.438466233473548,0 days 12:00:00,,surface_air_temperature,maximum_mae,1,heat_wave
3.348744553786048,0 days 18:00:00,,surface_air_temperature,maximum_mae,1,heat_wave
1.310872239332923,1 days 00:00:00,,surface_air_temperature,maximum_mae,1,heat_wave
3.306904954176673,1 days 06:00:00,,surface_air_temperature,maximum_mae,1,heat_wave
1.263081711989173,1 days 12:00:00,,surface_air_temperature,maximum_mae,1,heat_wave
3.296071213942298,1 days 18:00:00,,surface_air_temperature,maximum_mae,1,heat_wave
1.253071946364173,2 days 00:00:00,,surface_air_temperature,maximum_mae,1,heat_wave
3.207783860426673,2 days 06:00:00,,surface_air_temperature,maximum_mae,1,heat_wave
1.160817307692298,2 days 12:00:00,,surface_air_temperature,maximum_mae,1,heat_wave
3.249135178786048,2 days 18:00:00,,surface_air_temperature,maximum_mae,1,heat_wave
1.189564866286048,3 days 00:00:00,,surface_air_temperature,maximum_mae,1,heat_wave
3.348866624098548,3 days 06:00:00,,surface_air_temperature,maximum_mae,1,heat_wave
1.289418381911048,3 days 12:00:00,,surface_air_temperature,maximum_mae,1,heat_wave
3.485554856520423,3 days 18:00:00,,surface_air_temperature,maximum_mae,1,heat_wave
1.437123460036048,4 days 00:00:00,,surface_air_temperature,maximum_mae,1,heat_wave
3.329640549879798,4 days 06:00:00,,surface_air_temperature,maximum_mae,1,heat_wave
1.495717210036048,4 days 12:00:00,,surface_air_temperature,maximum_mae,1,heat_wave
3.545705003004798,4 days 18:00:00,,surface_air_temperature,maximum_mae,1,heat_wave
1.645070237379798,5 days 00:00:00,,surface_air_temperature,maximum_mae,1,heat_wave
2.966969651442298,5 days 06:00:00,,surface_air_temperature,maximum_mae,1,heat_wave
0.9391986553485481,5 days 12:00:00,,surface_air_temperature,maximum_mae,1,heat_wave
2.523579758864173,5 days 18:00:00,,surface_air_temperature,maximum_mae,1,heat_wave
0.4929401104266731,6 days 00:00:00,,surface_air_temperature,maximum_mae,1,heat_wave
1.604939622145423,6 days 06:00:00,,surface_air_temperature,maximum_mae,1,heat_wave
0.3482769305889519,6 days 12:00:00,,surface_air_temperature,maximum_mae,1,heat_wave
2.428029221754798,6 days 18:00:00,,surface_air_temperature,maximum_mae,1,heat_wave
0.2810870830829231,7 days 00:00:00,,surface_air_temperature,maximum_mae,1,heat_wave
0.7610675518329231,7 days 06:00:00,,surface_air_temperature,maximum_mae,1,heat_wave
1.284769850510827,7 days 12:00:00,,surface_air_temperature,maximum_mae,1,heat_wave
