,value,lead_time,target_variable,metric,target_source,forecast_source,case_id_number,event_type
0,1.0306011408025597,0 days 00:00:00,surface_air_temperature,MinimumMAE,GHCN,zarr_forecast,30,freeze
1,2.8760296075994347,0 days 06:00:00,surface_air_temperature,MinimumMAE,GHCN,zarr_forecast,30,freeze
2,1.4256206720525597,0 days 12:00:00,surface_air_temperature,MinimumMAE,GHCN,zarr_forecast,30,freeze
3,2.7842632501775597,0 days 18:00:00,surface_air_temperature,MinimumMAE,GHCN,zarr_forecast,30,freeze
4,1.0874859064275597,1 days 00:00:00,surface_air_temperature,MinimumMAE,GHCN,zarr_forecast,30,freeze
5,3.4616008966619347,1 days 06:00:00,surface_air_temperature,MinimumMAE,GHCN,zarr_forecast,30,freeze
6,2.0946270197088097,1 days 12:00:00,surface_air_temperature,MinimumMAE,GHCN,zarr_forecast,30,freeze
7,3.2002483575994347,1 days 18:00:00,surface_air_temperature,MinimumMAE,GHCN,zarr_forecast,30,freeze
8,1.7469097345525597,2 days 00:00:00,surface_air_temperature,MinimumMAE,GHCN,zarr_forecast,30,freeze
9,3.1907879083806847,2 days 06:00:00,surface_air_temperature,MinimumMAE,GHCN,zarr_forecast,30,freeze
10,2.1623760431463097,2 days 12:00:00,surface_air_temperature,MinimumMAE,GHCN,zarr_forecast,30,freeze
11,3.2916179865056847,2 days 18:00:00,surface_air_temperature,MinimumMAE,GHCN,zarr_forecast,30,freeze
12,2.0469585626775597,3 days 00:00:00,surface_air_temperature,MinimumMAE,GHCN,zarr_forecast,30,freeze
13,2.9634929865056847,3 days 06:00:00,surface_air_temperature,MinimumMAE,GHCN,zarr_forecast,30,freeze
14,1.3184734552556847,3 days 12:00:00,surface_air_temperature,MinimumMAE,GHCN,zarr_forecast,30,freeze
15,3.7387310236150597,3 days 18:00:00,surface_air_temperature,MinimumMAE,GHCN,zarr_forecast,30,freeze
16,1.9603496759588097,4 days 00:00:00,surface_air_temperature,MinimumMAE,GHCN,zarr_forecast,30,freeze
17,2.8736492365056847,4 days 06:00:00,surface_air_temperature,MinimumMAE,GHCN,zarr_forecast,30,freeze
18,1.0266033380681847,4 days 12:00:00,surface_air_temperature,MinimumMAE,GHCN,zarr_forecast,30,freeze
