,value,lead_time,target_variable,metric,target_source,forecast_source,case_id_number,event_type
0,0.5956195623224403,0 days 00:00:00,surface_air_temperature,MinimumMAE,GHCN,kerchunk_forecast,30,freeze
1,2.8629070490056847,0 days 06:00:00,surface_air_temperature,MinimumMAE,GHCN,kerchunk_forecast,30,freeze
2,1.4620281427556847,0 days 12:00:00,surface_air_temperature,MinimumMAE,GHCN,kerchunk_forecast,30,freeze
3,2.4121929376775597,0 days 18:00:00,surface_air_temperature,MinimumMAE,GHCN,kerchunk_forecast,30,freeze
4,1.3777385919744347,1 days 00:00:00,surface_air_temperature,MinimumMAE,GHCN,kerchunk_forecast,30,freeze
5,4.04494440252131,1 days 06:00:00,surface_air_temperature,MinimumMAE,GHCN,kerchunk_forecast,30,freeze
6,3.0631023615056847,1 days 12:00:00,surface_air_temperature,MinimumMAE,GHCN,kerchunk_forecast,30,freeze
7,4.67720758611506,1 days 18:00:00,surface_air_temperature,MinimumMAE,GHCN,kerchunk_forecast,30,freeze
8,3.7202373712713097,2 days 00:00:00,surface_air_temperature,MinimumMAE,GHCN,kerchunk_forecast,30,freeze
9,4.43563043767756,2 days 06:00:00,surface_air_temperature,MinimumMAE,GHCN,kerchunk_forecast,30,freeze
10,3.1586223810369347,2 days 12:00:00,surface_air_temperature,MinimumMAE,GHCN,kerchunk_forecast,30,freeze
11,4.382072088068185,2 days 18:00:00,surface_air_temperature,MinimumMAE,GHCN,kerchunk_forecast,30,freeze
12,3.5958172052556847,3 days 00:00:00,surface_air_temperature,MinimumMAE,GHCN,kerchunk_forecast,30,freeze
13,3.7649456232244347,3 days 06:00:00,surface_air_temperature,MinimumMAE,GHCN,kerchunk_forecast,30,freeze
14,2.7839275568181847,3 days 12:00:00,surface_air_temperature,MinimumMAE,GHCN,kerchunk_forecast,30,freeze
15,3.6927105158025597,3 days 18:00:00,surface_air_temperature,MinimumMAE,GHCN,kerchunk_forecast,30,freeze
16,2.6662822931463097,4 days 00:00:00,surface_air_temperature,MinimumMAE,GHCN,kerchunk_forecast,30,freeze
17,4.35720026189631,4 days 06:00:00,surface_air_temperature,MinimumMAE,GHCN,kerchunk_forecast,30,freeze
18,3.4798504083806847,4 days 12:00:00,surface_air_temperature,MinimumMAE,GHCN,kerchunk_forecast,30,freeze
19,4.778495427911935,4 days 18:00:00,surface_air_temperature,MinimumMAE,GHCN,kerchunk_forecast,30,freeze
20,4.33931696111506,5 days 00:00:00,surface_air_temperature,MinimumMAE,GHCN,kerchunk_forecast,30,freeze
21,4.03298151189631,5 days 06:00:00,surface_air_temperature,MinimumMAE,GHCN,kerchunk_forecast,30,freeze
22,3.6027141779119347,5 days 12:00:00,surface_air_temperature,MinimumMAE,GHCN,kerchunk_forecast,30,freeze
23,5.88832819158381,5 days 18:00:00,surface_air_temperature,MinimumMAE,GHCN,kerchunk_forecast,30,freeze
24,6.098258611505685,6 days 00:00:00,surface_air_temperature,MinimumMAE,GHCN,kerchunk_forecast,30,freeze
25,8.871818181818185,6 days 06:00:00,surface_air_temperature,MinimumMAE,GHCN,kerchunk_forecast,30,freeze
26,8.373771306818185,6 days 12:00:00,surface_air_temperature,MinimumMAE,GHCN,kerchunk_forecast,30,freeze
27,11.799491521661935,6 days 18:00:00,surface_air_temperature,MinimumMAE,GHCN,kerchunk_forecast,30,freeze
28,11.02474176580256,7 days 00:00:00,surface_air_temperature,MinimumMAE,GHCN,kerchunk_forecast,30,freeze
29,10.11025201970881,7 days 06:00:00,surface_air_temperature,MinimumMAE,GHCN,kerchunk_forecast,30,freeze
30,10.72286188299006,7 days 12:00:00,surface_air_temperature,MinimumMAE,GHCN,kerchunk_forecast,30,freeze
31,8.697074529474435,7 days 18:00:00,surface_air_temperature,MinimumMAE,GHCN,kerchunk_forecast,30,freeze
32,8.498893377130685,8 days 00:00:00,surface_air_temperature,MinimumMAE,GHCN,kerchunk_forecast,30,freeze
33,15.06557428533381,8 days 06:00:00,surface_air_temperature,MinimumMAE,GHCN,kerchunk_forecast,30,freeze
34,14.181144353693185,8 days 12:00:00,surface_air_temperature,MinimumMAE,GHCN,kerchunk_forecast,30,freeze
35,11.279105779474435,8 days 18:00:00,surface_air_temperature,MinimumMAE,GHCN,kerchunk_forecast,30,freeze
36,9.66286432439631,9 days 00:00:00,surface_air_temperature,MinimumMAE,GHCN,kerchunk_forecast,30,freeze
37,10.088065740411935,9 days 06:00:00,surface_air_temperature,MinimumMAE,GHCN,kerchunk_forecast,30,freeze
38,8.84029352361506,9 days 12:00:00,surface_air_temperature,MinimumMAE,GHCN,kerchunk_forecast,30,freeze
39,12.18056451970881,9 days 18:00:00,surface_air_temperature,MinimumMAE,GHCN,kerchunk_forecast,30,freeze
