,value,lead_time,target_variable,metric,target_source,forecast_source,case_id_number,event_type
0,0.900604248046875,0 days 00:00:00,surface_air_temperature,MaximumMAE,ERA5,kerchunk_forecast,2,heat_wave
1,0.923492431640625,0 days 06:00:00,surface_air_temperature,MaximumMAE,ERA5,kerchunk_forecast,2,heat_wave
2,0.9495849609375,0 days 12:00:00,surface_air_temperature,MaximumMAE,ERA5,kerchunk_forecast,2,heat_wave
3,1.36285400390625,0 days 18:00:00,surface_air_temperature,MaximumMAE,ERA5,kerchunk_forecast,2,heat_wave
4,0.835784912109375,1 days 00:00:00,surface_air_temperature,MaximumMAE,ERA5,kerchunk_forecast,2,heat_wave
5,0.848541259765625,1 days 06:00:00,surface_air_temperature,MaximumMAE,ERA5,kerchunk_forecast,2,heat_wave
6,0.843780517578125,1 days 12:00:00,surface_air_temperature,MaximumMAE,ERA5,kerchunk_forecast,2,heat_wave
7,1.1336669921875,1 days 18:00:00,surface_air_temperature,MaximumMAE,ERA5,kerchunk_forecast,2,heat_wave
8,1.29156494140625,2 days 00:00:00,surface_air_temperature,MaximumMAE,ERA5,kerchunk_forecast,2,heat_wave
9,1.306365966796875,2 days 06:00:00,surface_air_temperature,MaximumMAE,ERA5,kerchunk_forecast,2,heat_wave
10,1.277679443359375,2 days 12:00:00,surface_air_temperature,MaximumMAE,ERA5,kerchunk_forecast,2,heat_wave
11,1.24951171875,2 days 18:00:00,surface_air_temperature,MaximumMAE,ERA5,kerchunk_forecast,2,heat_wave
12,1.151641845703125,3 days 00:00:00,surface_air_temperature,MaximumMAE,ERA5,kerchunk_forecast,2,heat_wave
13,1.226104736328125,3 days 06:00:00,surface_air_temperature,MaximumMAE,ERA5,kerchunk_forecast,2,heat_wave
14,1.0750732421875,3 days 12:00:00,surface_air_temperature,MaximumMAE,ERA5,kerchunk_forecast,2,heat_wave
15,1.324127197265625,3 days 18:00:00,surface_air_temperature,MaximumMAE,ERA5,kerchunk_forecast,2,heat_wave
16,1.5003662109375,4 days 00:00:00,surface_air_temperature,MaximumMAE,ERA5,kerchunk_forecast,2,heat_wave
17,2.276153564453125,4 days 06:00:00,surface_air_temperature,MaximumMAE,ERA5,kerchunk_forecast,2,heat_wave
18,1.9700927734375,4 days 12:00:00,surface_air_temperature,MaximumMAE,ERA5,kerchunk_forecast,2,heat_wave
19,1.761932373046875,4 days 18:00:00,surface_air_temperature,MaximumMAE,ERA5,kerchunk_forecast,2,heat_wave
20,1.0325927734375,5 days 00:00:00,surface_air_temperature,MaximumMAE,ERA5,kerchunk_forecast,2,heat_wave
21,1.19744873046875,5 days 06:00:00,surface_air_temperature,MaximumMAE,ERA5,kerchunk_forecast,2,heat_wave
22,0.73870849609375,5 days 12:00:00,surface_air_temperature,MaximumMAE,ERA5,kerchunk_forecast,2,heat_wave
23,1.669586181640625,5 days 18:00:00,surface_air_temperature,MaximumMAE,ERA5,kerchunk_forecast,2,heat_wave
24,1.130950927734375,6 days 00:00:00,surface_air_temperature,MaximumMAE,ERA5,kerchunk_forecast,2,heat_wave
25,0.90460205078125,6 days 06:00:00,surface_air_temperature,MaximumMAE,ERA5,kerchunk_forecast,2,heat_wave
26,0.891326904296875,6 days 12:00:00,surface_air_temperature,MaximumMAE,ERA5,kerchunk_forecast,2,heat_wave
27,0.59112548828125,6 days 18:00:00,surface_air_temperature,MaximumMAE,ERA5,kerchunk_forecast,2,heat_wave
28,1.805755615234375,7 days 00:00:00,surface_air_temperature,MaximumMAE,ERA5,kerchunk_forecast,2,heat_wave
29,1.603240966796875,7 days 06:00:00,surface_air_temperature,MaximumMAE,ERA5,kerchunk_forecast,2,heat_wave
30,0.78656005859375,7 days 12:00:00,surface_air_temperature,MaximumMAE,ERA5,kerchunk_forecast,2,heat_wave
