value,lead_time,init_time,target_variable,metric,case_id_number,event_type
0.975128173828125,0 days 00:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.21661376953125,0 days 06:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.10687255859375,0 days 12:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.641265869140625,0 days 18:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.439849853515625,1 days 00:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.427886962890625,1 days 06:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.340362548828125,1 days 12:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.618896484375,1 days 18:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.49700927734375,2 days 00:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.506011962890625,2 days 06:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.412139892578125,2 days 12:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.556304931640625,2 days 18:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.408935546875,3 days 00:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.5111083984375,3 days 06:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.375518798828125,3 days 12:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.7388916015625,3 days 18:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.5987548828125,4 days 00:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.8768310546875,4 days 06:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.761138916015625,4 days 12:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.985443115234375,4 days 18:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.91839599609375,5 days 00:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.771453857421875,5 days 06:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.54266357421875,5 days 12:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.87322998046875,5 days 18:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.860870361328125,6 days 00:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.75994873046875,6 days 06:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.687835693359375,6 days 12:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.755218505859375,6 days 18:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.650390625,7 days 00:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.7147216796875,7 days 06:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.1248779296875,7 days 12:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.92108154296875,7 days 18:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.556396484375,8 days 00:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
1.09942626953125,8 days 06:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
1.129913330078125,8 days 12:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
2.882080078125,8 days 18:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
2.62109375,9 days 00:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
5.24853515625,9 days 06:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
5.191680908203125,9 days 12:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
5.085723876953125,9 days 18:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
5.093780517578125,10 days 00:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
1.671764612197876,0 days 00:00:00,,surface_air_temperature,rmse,2,heat_wave
1.7792203426361084,0 days 06:00:00,,surface_air_temperature,rmse,2,heat_wave
1.7599923610687256,0 days 12:00:00,,surface_air_temperature,rmse,2,heat_wave
1.8001511096954346,0 days 18:00:00,,surface_air_temperature,rmse,2,heat_wave
1.8119796514511108,1 days 00:00:00,,surface_air_temperature,rmse,2,heat_wave
1.934249997138977,1 days 06:00:00,,surface_air_temperature,rmse,2,heat_wave
1.9274773597717285,1 days 12:00:00,,surface_air_temperature,rmse,2,heat_wave
2.0008063316345215,1 days 18:00:00,,surface_air_temperature,rmse,2,heat_wave
1.9957692623138428,2 days 00:00:00,,surface_air_temperature,rmse,2,heat_wave
2.057762861251831,2 days 06:00:00,,surface_air_temperature,rmse,2,heat_wave
2.060270309448242,2 days 12:00:00,,surface_air_temperature,rmse,2,heat_wave
2.1078107357025146,2 days 18:00:00,,surface_air_temperature,rmse,2,heat_wave
2.095686197280884,3 days 00:00:00,,surface_air_temperature,rmse,2,heat_wave
2.170041084289551,3 days 06:00:00,,surface_air_temperature,rmse,2,heat_wave
2.1366701126098633,3 days 12:00:00,,surface_air_temperature,rmse,2,heat_wave
2.2191739082336426,3 days 18:00:00,,surface_air_temperature,rmse,2,heat_wave
2.1834754943847656,4 days 00:00:00,,surface_air_temperature,rmse,2,heat_wave
2.2564475536346436,4 days 06:00:00,,surface_air_temperature,rmse,2,heat_wave
2.2122485637664795,4 days 12:00:00,,surface_air_temperature,rmse,2,heat_wave
2.35591721534729,4 days 18:00:00,,surface_air_temperature,rmse,2,heat_wave
2.310612678527832,5 days 00:00:00,,surface_air_temperature,rmse,2,heat_wave
2.418912887573242,5 days 06:00:00,,surface_air_temperature,rmse,2,heat_wave
2.418283224105835,5 days 12:00:00,,surface_air_temperature,rmse,2,heat_wave
2.550386428833008,5 days 18:00:00,,surface_air_temperature,rmse,2,heat_wave
2.5290932655334473,6 days 00:00:00,,surface_air_temperature,rmse,2,heat_wave
2.8439877033233643,6 days 06:00:00,,surface_air_temperature,rmse,2,heat_wave
2.9166970252990723,6 days 12:00:00,,surface_air_temperature,rmse,2,heat_wave
3.005002498626709,6 days 18:00:00,,surface_air_temperature,rmse,2,heat_wave
3.0384206771850586,7 days 00:00:00,,surface_air_temperature,rmse,2,heat_wave
3.290294647216797,7 days 06:00:00,,surface_air_temperature,rmse,2,heat_wave
3.3322839736938477,7 days 12:00:00,,surface_air_temperature,rmse,2,heat_wave
3.3460702896118164,7 days 18:00:00,,surface_air_temperature,rmse,2,heat_wave
3.3995466232299805,8 days 00:00:00,,surface_air_temperature,rmse,2,heat_wave
3.6990725994110107,8 days 06:00:00,,surface_air_temperature,rmse,2,heat_wave
3.8246357440948486,8 days 12:00:00,,surface_air_temperature,rmse,2,heat_wave
3.989999771118164,8 days 18:00:00,,surface_air_temperature,rmse,2,heat_wave
4.053196430206299,9 days 00:00:00,,surface_air_temperature,rmse,2,heat_wave
4.279214382171631,9 days 06:00:00,,surface_air_temperature,rmse,2,heat_wave
4.399820804595947,9 days 12:00:00,,surface_air_temperature,rmse,2,heat_wave
4.4881463050842285,9 days 18:00:00,,surface_air_temperature,rmse,2,heat_wave
4.406394958496094,10 days 00:00:00,,surface_air_temperature,rmse,2,heat_wave
,,2022-04-27 12:00:00,surface_air_temperature,onset_me,2,heat_wave
,,2022-04-28 00:00:00,surface_air_temperature,onset_me,2,heat_wave
,,2022-04-28 12:00:00,surface_air_temperature,onset_me,2,heat_wave
-2 days +00:00:00,,2022-04-29 00:00:00,surface_air_temperature,onset_me,2,heat_wave
-2 days +00:00:00,,2022-04-29 12:00:00,surface_air_temperature,onset_me,2,heat_wave
-2 days +00:00:00,,2022-04-30 00:00:00,surface_air_temperature,onset_me,2,heat_wave
-2 days +00:00:00,,2022-04-30 12:00:00,surface_air_temperature,onset_me,2,heat_wave
-2 days +00:00:00,,2022-05-01 12:00:00,surface_air_temperature,onset_me,2,heat_wave
-2 days +00:00:00,,2022-05-02 00:00:00,surface_air_temperature,onset_me,2,heat_wave
-2 days +00:00:00,,2022-05-02 12:00:00,surface_air_temperature,onset_me,2,heat_wave
-2 days +00:00:00,,2022-05-03 00:00:00,surface_air_temperature,onset_me,2,heat_wave
-2 days +00:00:00,,2022-05-03 12:00:00,surface_air_temperature,onset_me,2,heat_wave
-2 days +00:00:00,,2022-05-04 00:00:00,surface_air_temperature,onset_me,2,heat_wave
-2 days +00:00:00,,2022-05-04 12:00:00,surface_air_temperature,onset_me,2,heat_wave
-2 days +00:00:00,,2022-05-05 00:00:00,surface_air_temperature,onset_me,2,heat_wave
-2 days +00:00:00,,2022-05-05 12:00:00,surface_air_temperature,onset_me,2,heat_wave
-2 days +00:00:00,,2022-05-06 00:00:00,surface_air_temperature,onset_me,2,heat_wave
-2 days +00:00:00,,2022-05-06 12:00:00,surface_air_temperature,onset_me,2,heat_wave
-2 days +00:00:00,,2022-05-07 00:00:00,surface_air_temperature,onset_me,2,heat_wave
-1 days +00:00:00,,2022-05-07 12:00:00,surface_air_temperature,onset_me,2,heat_wave
-1 days +00:00:00,,2022-05-08 00:00:00,surface_air_temperature,onset_me,2,heat_wave
0 days 00:00:00,,2022-05-08 12:00:00,surface_air_temperature,onset_me,2,heat_wave
0 days 00:00:00,,2022-05-09 00:00:00,surface_air_temperature,onset_me,2,heat_wave
1 days 00:00:00,,2022-05-09 12:00:00,surface_air_temperature,onset_me,2,heat_wave
1 days 00:00:00,,2022-05-10 00:00:00,surface_air_temperature,onset_me,2,heat_wave
2 days 00:00:00,,2022-05-10 12:00:00,surface_air_temperature,onset_me,2,heat_wave
2 days 00:00:00,,2022-05-11 00:00:00,surface_air_temperature,onset_me,2,heat_wave
3 days 00:00:00,,2022-05-11 12:00:00,surface_air_temperature,onset_me,2,heat_wave
3 days 00:00:00,,2022-05-12 00:00:00,surface_air_temperature,onset_me,2,heat_wave
4 days 00:00:00,,2022-05-12 12:00:00,surface_air_temperature,onset_me,2,heat_wave
4 days 00:00:00,,2022-05-13 00:00:00,surface_air_temperature,onset_me,2,heat_wave
5 days 00:00:00,,2022-05-13 12:00:00,surface_air_temperature,onset_me,2,heat_wave
5 days 00:00:00,,2022-05-14 00:00:00,surface_air_temperature,onset_me,2,heat_wave
6 days 00:00:00,,2022-05-14 12:00:00,surface_air_temperature,onset_me,2,heat_wave
6 days 00:00:00,,2022-05-15 00:00:00,surface_air_temperature,onset_me,2,heat_wave
,,2022-05-15 12:00:00,surface_air_temperature,onset_me,2,heat_wave
,,2022-05-16 00:00:00,surface_air_temperature,onset_me,2,heat_wave
,,2022-05-16 12:00:00,surface_air_temperature,onset_me,2,heat_wave
,,2022-04-27 12:00:00,surface_air_temperature,duration_me,2,heat_wave
,,2022-04-28 00:00:00,surface_air_temperature,duration_me,2,heat_wave
,,2022-04-28 12:00:00,surface_air_temperature,duration_me,2,heat_wave
-8 days +00:00:00,,2022-04-29 00:00:00,surface_air_temperature,duration_me,2,heat_wave
-8 days +00:00:00,,2022-04-29 12:00:00,surface_air_temperature,duration_me,2,heat_wave
-7 days +00:00:00,,2022-04-30 00:00:00,surface_air_temperature,duration_me,2,heat_wave
-7 days +00:00:00,,2022-04-30 12:00:00,surface_air_temperature,duration_me,2,heat_wave
-6 days +00:00:00,,2022-05-01 12:00:00,surface_air_temperature,duration_me,2,heat_wave
-5 days +00:00:00,,2022-05-02 00:00:00,surface_air_temperature,duration_me,2,heat_wave
-6 days +00:00:00,,2022-05-02 12:00:00,surface_air_temperature,duration_me,2,heat_wave
-4 days +00:00:00,,2022-05-03 00:00:00,surface_air_temperature,duration_me,2,heat_wave
-4 days +00:00:00,,2022-05-03 12:00:00,surface_air_temperature,duration_me,2,heat_wave
-3 days +00:00:00,,2022-05-04 00:00:00,surface_air_temperature,duration_me,2,heat_wave
-3 days +00:00:00,,2022-05-04 12:00:00,surface_air_temperature,duration_me,2,heat_wave
-2 days +00:00:00,,2022-05-05 00:00:00,surface_air_temperature,duration_me,2,heat_wave
-2 days +00:00:00,,2022-05-05 12:00:00,surface_air_temperature,duration_me,2,heat_wave
-1 days +00:00:00,,2022-05-06 00:00:00,surface_air_temperature,duration_me,2,heat_wave
-1 days +00:00:00,,2022-05-06 12:00:00,surface_air_temperature,duration_me,2,heat_wave
0 days 00:00:00,,2022-05-07 00:00:00,surface_air_temperature,duration_me,2,heat_wave
-1 days +00:00:00,,2022-05-07 12:00:00,surface_air_temperature,duration_me,2,heat_wave
-1 days +00:00:00,,2022-05-08 00:00:00,surface_air_temperature,duration_me,2,heat_wave
-2 days +00:00:00,,2022-05-08 12:00:00,surface_air_temperature,duration_me,2,heat_wave
-2 days +00:00:00,,2022-05-09 00:00:00,surface_air_temperature,duration_me,2,heat_wave
-3 days +00:00:00,,2022-05-09 12:00:00,surface_air_temperature,duration_me,2,heat_wave
-3 days +00:00:00,,2022-05-10 00:00:00,surface_air_temperature,duration_me,2,heat_wave
-4 days +00:00:00,,2022-05-10 12:00:00,surface_air_temperature,duration_me,2,heat_wave
-4 days +00:00:00,,2022-05-11 00:00:00,surface_air_temperature,duration_me,2,heat_wave
-5 days +00:00:00,,2022-05-11 12:00:00,surface_air_temperature,duration_me,2,heat_wave
-5 days +00:00:00,,2022-05-12 00:00:00,surface_air_temperature,duration_me,2,heat_wave
-6 days +00:00:00,,2022-05-12 12:00:00,surface_air_temperature,duration_me,2,heat_wave
-6 days +00:00:00,,2022-05-13 00:00:00,surface_air_temperature,duration_me,2,heat_wave
-7 days +00:00:00,,2022-05-13 12:00:00,surface_air_temperature,duration_me,2,heat_wave
-7 days +00:00:00,,2022-05-14 00:00:00,surface_air_temperature,duration_me,2,heat_wave
-8 days +00:00:00,,2022-05-14 12:00:00,surface_air_temperature,duration_me,2,heat_wave
-8 days +00:00:00,,2022-05-15 00:00:00,surface_air_temperature,duration_me,2,heat_wave
,,2022-05-15 12:00:00,surface_air_temperature,duration_me,2,heat_wave
,,2022-05-16 00:00:00,surface_air_temperature,duration_me,2,heat_wave
,,2022-05-16 12:00:00,surface_air_temperature,duration_me,2,heat_wave
,0 days 00:00:00,,surface_air_temperature,max_min_mae,2,heat_wave
,0 days 06:00:00,,surface_air_temperature,max_min_mae,2,heat_wave
,0 days 12:00:00,,surface_air_temperature,max_min_mae,2,heat_wave
,0 days 18:00:00,,surface_air_temperature,max_min_mae,2,heat_wave
,1 days 00:00:00,,surface_air_temperature,max_min_mae,2,heat_wave
,1 days 06:00:00,,surface_air_temperature,max_min_mae,2,heat_wave
,1 days 12:00:00,,surface_air_temperature,max_min_mae,2,heat_wave
,1 days 18:00:00,,surface_air_temperature,max_min_mae,2,heat_wave
,2 days 00:00:00,,surface_air_temperature,max_min_mae,2,heat_wave
