value,lead_time,init_time,target_variable,metric,case_id_number,event_type
1.832286591070556,0 days 00:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.18320822192993091,0 days 06:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
1.034923309820556,0 days 12:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.3368642277893059,0 days 18:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.9279591984924309,1 days 00:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.15836691333618091,1 days 06:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.8787038273986809,1 days 12:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.5514638371643059,1 days 18:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
1.187633270758056,2 days 00:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.4319570012268059,2 days 06:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
1.056194061773681,2 days 12:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.4528310246643059,2 days 18:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.9442250676330559,3 days 00:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.3773915715393059,3 days 06:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.8875539250549309,3 days 12:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.19895529224243091,3 days 18:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.7783315129455559,4 days 00:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.19825338794555591,4 days 06:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.6927602238830559,4 days 12:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.5581777043518059,4 days 18:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
1.161754364508056,5 days 00:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.6062123723205559,5 days 06:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
1.105754608648681,5 days 12:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.8678395695861809,5 days 18:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
1.288921112554931,6 days 00:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.14683126880493091,6 days 06:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.8173940129455559,6 days 12:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.8763539738830559,6 days 18:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
1.694408173101806,7 days 00:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.7859914250549309,7 days 06:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
1.581676239508056,7 days 12:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.9564931340393059,7 days 18:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
1.966747040289306,8 days 00:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.7984812311950691,8 days 06:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.09410501049194409,8 days 12:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.3950083308044441,8 days 18:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.2726328425231941,9 days 00:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
0.8478505559143059,9 days 06:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
1.597240204351806,9 days 12:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
2.623698944586181,9 days 18:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
2.933116669195556,10 days 00:00:00,,surface_air_temperature,maximum_mae,2,heat_wave
2.2657074774814427,0 days 00:00:00,,surface_air_temperature,rmse,2,heat_wave
2.235940894900782,0 days 06:00:00,,surface_air_temperature,rmse,2,heat_wave
2.2035449832337797,0 days 12:00:00,,surface_air_temperature,rmse,2,heat_wave
2.2727434216522626,0 days 18:00:00,,surface_air_temperature,rmse,2,heat_wave
2.196707275675207,1 days 00:00:00,,surface_air_temperature,rmse,2,heat_wave
2.286069323554104,1 days 06:00:00,,surface_air_temperature,rmse,2,heat_wave
2.23427475746385,1 days 12:00:00,,surface_air_temperature,rmse,2,heat_wave
2.3465336093123246,1 days 18:00:00,,surface_air_temperature,rmse,2,heat_wave
2.2694669128811213,2 days 00:00:00,,surface_air_temperature,rmse,2,heat_wave
2.364025861401243,2 days 06:00:00,,surface_air_temperature,rmse,2,heat_wave
2.3185806788368604,2 days 12:00:00,,surface_air_temperature,rmse,2,heat_wave
2.407091247115338,2 days 18:00:00,,surface_air_temperature,rmse,2,heat_wave
2.329072330212486,3 days 00:00:00,,surface_air_temperature,rmse,2,heat_wave
2.453650808395388,3 days 06:00:00,,surface_air_temperature,rmse,2,heat_wave
2.3729267062801456,3 days 12:00:00,,surface_air_temperature,rmse,2,heat_wave
2.519559726439404,3 days 18:00:00,,surface_air_temperature,rmse,2,heat_wave
2.4551378164583735,4 days 00:00:00,,surface_air_temperature,rmse,2,heat_wave
2.5659409008010834,4 days 06:00:00,,surface_air_temperature,rmse,2,heat_wave
2.4926885813700563,4 days 12:00:00,,surface_air_temperature,rmse,2,heat_wave
2.6751032311220837,4 days 18:00:00,,surface_air_temperature,rmse,2,heat_wave
2.5935252114175005,5 days 00:00:00,,surface_air_temperature,rmse,2,heat_wave
2.7196510682637522,5 days 06:00:00,,surface_air_temperature,rmse,2,heat_wave
2.731421003634182,5 days 12:00:00,,surface_air_temperature,rmse,2,heat_wave
2.8875450239134195,5 days 18:00:00,,surface_air_temperature,rmse,2,heat_wave
2.8493083684207847,6 days 00:00:00,,surface_air_temperature,rmse,2,heat_wave
3.206608472191895,6 days 06:00:00,,surface_air_temperature,rmse,2,heat_wave
3.260687810778582,6 days 12:00:00,,surface_air_temperature,rmse,2,heat_wave
3.4048194174301436,6 days 18:00:00,,surface_air_temperature,rmse,2,heat_wave
3.345227494109167,7 days 00:00:00,,surface_air_temperature,rmse,2,heat_wave
3.6566092106819257,7 days 06:00:00,,surface_air_temperature,rmse,2,heat_wave
3.6164764273036494,7 days 12:00:00,,surface_air_temperature,rmse,2,heat_wave
3.5486208918357267,7 days 18:00:00,,surface_air_temperature,rmse,2,heat_wave
3.5773796854631295,8 days 00:00:00,,surface_air_temperature,rmse,2,heat_wave
3.9984665282743515,8 days 06:00:00,,surface_air_temperature,rmse,2,heat_wave
4.1140452724671634,8 days 12:00:00,,surface_air_temperature,rmse,2,heat_wave
4.295443019228112,8 days 18:00:00,,surface_air_temperature,rmse,2,heat_wave
4.328840914044598,9 days 00:00:00,,surface_air_temperature,rmse,2,heat_wave
4.696006814985703,9 days 06:00:00,,surface_air_temperature,rmse,2,heat_wave
4.824759896286342,9 days 12:00:00,,surface_air_temperature,rmse,2,heat_wave
4.959390579172598,9 days 18:00:00,,surface_air_temperature,rmse,2,heat_wave
