,value,lead_time,target_variable,metric,target_source,forecast_source,case_id_number,event_type
0,0.2681884765625,0 days 00:00:00,surface_air_temperature,MinimumMAE,ERA5,kerchunk_forecast,31,freeze
1,2.966827392578125,0 days 06:00:00,surface_air_temperature,MinimumMAE,ERA5,kerchunk_forecast,31,freeze
2,0.137939453125,0 days 12:00:00,surface_air_temperature,MinimumMAE,ERA5,kerchunk_forecast,31,freeze
3,2.262451171875,0 days 18:00:00,surface_air_temperature,MinimumMAE,ERA5,kerchunk_forecast,31,freeze
4,0.402130126953125,1 days 00:00:00,surface_air_temperature,MinimumMAE,ERA5,kerchunk_forecast,31,freeze
5,2.4259033203125,1 days 06:00:00,surface_air_temperature,MinimumMAE,ERA5,kerchunk_forecast,31,freeze
6,0.584869384765625,1 days 12:00:00,surface_air_temperature,MinimumMAE,ERA5,kerchunk_forecast,31,freeze
7,6.804962158203125,1 days 18:00:00,surface_air_temperature,MinimumMAE,ERA5,kerchunk_forecast,31,freeze
8,6.925567626953125,2 days 00:00:00,surface_air_temperature,MinimumMAE,ERA5,kerchunk_forecast,31,freeze
9,2.7822265625,2 days 06:00:00,surface_air_temperature,MinimumMAE,ERA5,kerchunk_forecast,31,freeze
10,0.113861083984375,2 days 12:00:00,surface_air_temperature,MinimumMAE,ERA5,kerchunk_forecast,31,freeze
11,2.958099365234375,2 days 18:00:00,surface_air_temperature,MinimumMAE,ERA5,kerchunk_forecast,31,freeze
12,1.103485107421875,3 days 00:00:00,surface_air_temperature,MinimumMAE,ERA5,kerchunk_forecast,31,freeze
13,2.62066650390625,3 days 06:00:00,surface_air_temperature,MinimumMAE,ERA5,kerchunk_forecast,31,freeze
14,0.23553466796875,3 days 12:00:00,surface_air_temperature,MinimumMAE,ERA5,kerchunk_forecast,31,freeze
15,2.15484619140625,3 days 18:00:00,surface_air_temperature,MinimumMAE,ERA5,kerchunk_forecast,31,freeze
16,0.563507080078125,4 days 00:00:00,surface_air_temperature,MinimumMAE,ERA5,kerchunk_forecast,31,freeze
17,1.57879638671875,4 days 06:00:00,surface_air_temperature,MinimumMAE,ERA5,kerchunk_forecast,31,freeze
18,1.283416748046875,4 days 12:00:00,surface_air_temperature,MinimumMAE,ERA5,kerchunk_forecast,31,freeze
19,2.151123046875,4 days 18:00:00,surface_air_temperature,MinimumMAE,ERA5,kerchunk_forecast,31,freeze
20,0.770263671875,5 days 00:00:00,surface_air_temperature,MinimumMAE,ERA5,kerchunk_forecast,31,freeze
21,2.124359130859375,5 days 06:00:00,surface_air_temperature,MinimumMAE,ERA5,kerchunk_forecast,31,freeze
22,0.453765869140625,5 days 12:00:00,surface_air_temperature,MinimumMAE,ERA5,kerchunk_forecast,31,freeze
23,1.713134765625,5 days 18:00:00,surface_air_temperature,MinimumMAE,ERA5,kerchunk_forecast,31,freeze
24,0.452728271484375,6 days 00:00:00,surface_air_temperature,MinimumMAE,ERA5,kerchunk_forecast,31,freeze
25,6.3463134765625,6 days 06:00:00,surface_air_temperature,MinimumMAE,ERA5,kerchunk_forecast,31,freeze
26,1.90570068359375,6 days 12:00:00,surface_air_temperature,MinimumMAE,ERA5,kerchunk_forecast,31,freeze
27,4.001708984375,6 days 18:00:00,surface_air_temperature,MinimumMAE,ERA5,kerchunk_forecast,31,freeze
28,2.093109130859375,7 days 00:00:00,surface_air_temperature,MinimumMAE,ERA5,kerchunk_forecast,31,freeze
29,4.124542236328125,7 days 06:00:00,surface_air_temperature,MinimumMAE,ERA5,kerchunk_forecast,31,freeze
30,1.5048828125,7 days 12:00:00,surface_air_temperature,MinimumMAE,ERA5,kerchunk_forecast,31,freeze
31,4.51300048828125,7 days 18:00:00,surface_air_temperature,MinimumMAE,ERA5,kerchunk_forecast,31,freeze
32,1.754608154296875,8 days 00:00:00,surface_air_temperature,MinimumMAE,ERA5,kerchunk_forecast,31,freeze
33,6.718109130859375,8 days 06:00:00,surface_air_temperature,MinimumMAE,ERA5,kerchunk_forecast,31,freeze
34,5.493743896484375,8 days 12:00:00,surface_air_temperature,MinimumMAE,ERA5,kerchunk_forecast,31,freeze
35,7.962890625,8 days 18:00:00,surface_air_temperature,MinimumMAE,ERA5,kerchunk_forecast,31,freeze
36,4.3348388671875,9 days 00:00:00,surface_air_temperature,MinimumMAE,ERA5,kerchunk_forecast,31,freeze
37,9.6636962890625,9 days 06:00:00,surface_air_temperature,MinimumMAE,ERA5,kerchunk_forecast,31,freeze
38,4.536041259765625,9 days 12:00:00,surface_air_temperature,MinimumMAE,ERA5,kerchunk_forecast,31,freeze
39,0.857421875,9 days 18:00:00,surface_air_temperature,MinimumMAE,ERA5,kerchunk_forecast,31,freeze
40,2.277130126953125,10 days 00:00:00,surface_air_temperature,MinimumMAE,ERA5,kerchunk_forecast,31,freeze
41,1.9516642093658447,0 days 00:00:00,surface_air_temperature,RMSE,ERA5,kerchunk_forecast,31,freeze
42,1.2552154064178467,0 days 06:00:00,surface_air_temperature,RMSE,ERA5,kerchunk_forecast,31,freeze
43,1.3068149089813232,0 days 12:00:00,surface_air_temperature,RMSE,ERA5,kerchunk_forecast,31,freeze
44,1.361060380935669,0 days 18:00:00,surface_air_temperature,RMSE,ERA5,kerchunk_forecast,31,freeze
45,1.9557466506958008,1 days 00:00:00,surface_air_temperature,RMSE,ERA5,kerchunk_forecast,31,freeze
46,1.479146122932434,1 days 06:00:00,surface_air_temperature,RMSE,ERA5,kerchunk_forecast,31,freeze
47,1.6619246006011963,1 days 12:00:00,surface_air_temperature,RMSE,ERA5,kerchunk_forecast,31,freeze
48,1.7352018356323242,1 days 18:00:00,surface_air_temperature,RMSE,ERA5,kerchunk_forecast,31,freeze
49,2.075953483581543,2 days 00:00:00,surface_air_temperature,RMSE,ERA5,kerchunk_forecast,31,freeze
50,1.6308069229125977,2 days 06:00:00,surface_air_temperature,RMSE,ERA5,kerchunk_forecast,31,freeze
51,1.6091647148132324,2 days 12:00:00,surface_air_temperature,RMSE,ERA5,kerchunk_forecast,31,freeze
52,1.536618947982788,2 days 18:00:00,surface_air_temperature,RMSE,ERA5,kerchunk_forecast,31,freeze
53,2.0484366416931152,3 days 00:00:00,surface_air_temperature,RMSE,ERA5,kerchunk_forecast,31,freeze
54,1.6186763048171997,3 days 06:00:00,surface_air_temperature,RMSE,ERA5,kerchunk_forecast,31,freeze
55,1.7196767330169678,3 days 12:00:00,surface_air_temperature,RMSE,ERA5,kerchunk_forecast,31,freeze
56,1.999375581741333,3 days 18:00:00,surface_air_temperature,RMSE,ERA5,kerchunk_forecast,31,freeze
57,2.320666790008545,4 days 00:00:00,surface_air_temperature,RMSE,ERA5,kerchunk_forecast,31,freeze
58,2.2170116901397705,4 days 06:00:00,surface_air_temperature,RMSE,ERA5,kerchunk_forecast,31,freeze
59,2.1484150886535645,4 days 12:00:00,surface_air_temperature,RMSE,ERA5,kerchunk_forecast,31,freeze
60,2.3040528297424316,4 days 18:00:00,surface_air_temperature,RMSE,ERA5,kerchunk_forecast,31,freeze
61,2.521132707595825,5 days 00:00:00,surface_air_temperature,RMSE,ERA5,kerchunk_forecast,31,freeze
62,3.472574234008789,5 days 06:00:00,surface_air_temperature,RMSE,ERA5,kerchunk_forecast,31,freeze
63,3.2064032554626465,5 days 12:00:00,surface_air_temperature,RMSE,ERA5,kerchunk_forecast,31,freeze
64,3.1952826976776123,5 days 18:00:00,surface_air_temperature,RMSE,ERA5,kerchunk_forecast,31,freeze
65,3.426612138748169,6 days 00:00:00,surface_air_temperature,RMSE,ERA5,kerchunk_forecast,31,freeze
66,2.795483112335205,6 days 06:00:00,surface_air_temperature,RMSE,ERA5,kerchunk_forecast,31,freeze
67,2.8616042137145996,6 days 12:00:00,surface_air_temperature,RMSE,ERA5,kerchunk_forecast,31,freeze
68,2.9315199851989746,6 days 18:00:00,surface_air_temperature,RMSE,ERA5,kerchunk_forecast,31,freeze
69,3.1977782249450684,7 days 00:00:00,surface_air_temperature,RMSE,ERA5,kerchunk_forecast,31,freeze
70,3.3864622116088867,7 days 06:00:00,surface_air_temperature,RMSE,ERA5,kerchunk_forecast,31,freeze
71,3.734467029571533,7 days 12:00:00,surface_air_temperature,RMSE,ERA5,kerchunk_forecast,31,freeze
72,3.650355577468872,7 days 18:00:00,surface_air_temperature,RMSE,ERA5,kerchunk_forecast,31,freeze
73,3.840006113052368,8 days 00:00:00,surface_air_temperature,RMSE,ERA5,kerchunk_forecast,31,freeze
74,4.48490047454834,8 days 06:00:00,surface_air_temperature,RMSE,ERA5,kerchunk_forecast,31,freeze
75,4.872724533081055,8 days 12:00:00,surface_air_temperature,RMSE,ERA5,kerchunk_forecast,31,freeze
76,5.311313629150391,8 days 18:00:00,surface_air_temperature,RMSE,ERA5,kerchunk_forecast,31,freeze
77,6.166818141937256,9 days 00:00:00,surface_air_temperature,RMSE,ERA5,kerchunk_forecast,31,freeze
78,6.934732437133789,9 days 06:00:00,surface_air_temperature,RMSE,ERA5,kerchunk_forecast,31,freeze
79,7.336709976196289,9 days 12:00:00,surface_air_temperature,RMSE,ERA5,kerchunk_forecast,31,freeze
80,7.851309776306152,9 days 18:00:00,surface_air_temperature,RMSE,ERA5,kerchunk_forecast,31,freeze
81,7.85023832321167,10 days 00:00:00,surface_air_temperature,RMSE,ERA5,kerchunk_forecast,31,freeze
82,,,surface_air_temperature,OnsetME,ERA5,kerchunk_forecast,31,freeze
83,,,surface_air_temperature,OnsetME,ERA5,kerchunk_forecast,31,freeze
84,,,surface_air_temperature,OnsetME,ERA5,kerchunk_forecast,31,freeze
85,,,surface_air_temperature,OnsetME,ERA5,kerchunk_forecast,31,freeze
86,,,surface_air_temperature,OnsetME,ERA5,kerchunk_forecast,31,freeze
87,,,surface_air_temperature,OnsetME,ERA5,kerchunk_forecast,31,freeze
88,,,surface_air_temperature,OnsetME,ERA5,kerchunk_forecast,31,freeze
89,,,surface_air_temperature,OnsetME,ERA5,kerchunk_forecast,31,freeze
90,,,surface_air_temperature,OnsetME,ERA5,kerchunk_forecast,31,freeze
91,,,surface_air_temperature,OnsetME,ERA5,kerchunk_forecast,31,freeze
92,,,surface_air_temperature,OnsetME,ERA5,kerchunk_forecast,31,freeze
93,,,surface_air_temperature,OnsetME,ERA5,kerchunk_forecast,31,freeze
94,2 days 06:00:00,,surface_air_temperature,OnsetME,ERA5,kerchunk_forecast,31,freeze
